,gender,age,emotion,base,rewriting,semantic,transformation
557,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا برای خود و شخصی که دوستش دارید دشوار است؟,11,HIGH
558,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در زندگی فعلی شما مشکلات اساسی شخصی وجود دارد؟,11,HIGH
559,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا اکنون یک دوره دشوار را تجربه کرده اید و آیا تا به حال با دوستان یا عزیزان مشکل ایجاد کرده اید؟,11,HIGH
560,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در زندگی شخصی خود با مشکلی یا بحران روبرو هستید؟,11,HIGH
561,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,به نظر شما نزدیک شدن به افراد نزدیک به زندگی روزمره مشکل ساز است؟,11,HIGH
562,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,اکنون ، در دایره دوستان یا خانواده شما ، آیا چیزی برای مشکل برای شما وجود دارد؟,11,HIGH
563,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا احساس می کنید از افراد اطراف جدا شده اید یا ایمنی شما در معرض خطر است؟,11,HIGH
564,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در روابط بین فردی (مانند عدم موفقیت با دوستان) با مشکلات روبرو می شوید؟,11,HIGH
565,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,اگر از این سوال مهم نیستید ، آیا در مورد خانواده و دوستان خود سؤالی دارید؟,11,HIGH
566,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا شما یک دوره دشوار را تجربه می کنید ، یا بحران شخصی هستید؟اگر چنین است ، می توانید به من بگویید.,11,HIGH
567,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا اخیراً تحت فشار زیادی قرار گرفته اید؟,11,HIGH
568,مرد,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,در زندگی شخصی خود ، آیا آنچه را که به خصوص دشوار است ، طی می کنید؟,11,HIGH
569,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,از پاسخ شما تاکنون متشکرمآیا احساس می کنید اکنون یک بحران شخصی را تجربه می کنید ، یا با روابط بین فردی دشوار با افراد اطراف خود روبرو هستید؟,11,HIGH
570,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,متشکرم.من می خواهم بدانم که به دلیل مشکلات خود با دوستان یا اعضای خانواده ، مشکلات خاصی را تجربه می کنید.,11,HIGH
571,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,از صبر شما متشکرم ، من واقعاً سپاسگزارم.آیا می توانید به من بگویید ، آیا فکر می کنید در این لحظه از زندگی خود یک بحران شخصی را تجربه کرده اید و در کار یا خانواده با مشکلات جدی روبرو می شوید؟,11,HIGH
572,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,اگر یک گره جادویی دارید ، آیا کسی اکنون از زندگی شما حذف می کند تا بتوانید احساس بهتری داشته باشید؟,11,HIGH
573,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,از اینکه خیلی صبور هستید و همکاری می کنید متشکرم.اگر مهم نیستید ، امیدوارم اگر فکر می کنید در این لحظه دست و پنجه نرم می کنید به من بگویید.,11,HIGH
574,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,من می دانم که این ممکن است دشوار باشد ، بنابراین از شما برای پاسخ دادن به همه سؤالات بسیار صبر و حوصله متشکرم.آیا اخیراً فشار عاطفی شدیدی را تجربه کرده اید ، یا از طرف دوستان یا عزیزان احساس سوء تفاهم می کنید؟,11,HIGH
575,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,من می خواهم بدانم که آیا غم و اندوه شما می تواند با یک مسئله گسترده تر حل شود.آیا در زندگی خود با مشکلات اساسی روبرو هستید؟ به عنوان مثال ، آیا با کسی که دوستش دارید روبرو شده اید؟,11,HIGH
576,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا غم و اندوه شما مربوط به برخی از مشکلات بیشتر است ، مانند بحران بین فردی بین شما و شخصی که دوستش دارید؟,11,HIGH
577,زن,18-39,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا شما این لحظه را در زندگی خود به عنوان یک لحظه پرتنش و پیچیده توصیف می کنید و روابط و عواطف بین فردی شما به شدت به چالش کشیده می شود؟,11,HIGH
578,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا به احتمال زیاد اکنون چیزی به خصوص دشوار را تجربه خواهید کرد ، که تأثیر فاجعه بار بر زندگی شما دارد؟,11,HIGH
579,مرد,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا در زندگی شخصی خود مشکلی یا تروما را تجربه می کنید؟,11,HIGH
580,زن,40-69,غمگین,آیا شما یک بحران شخصی را تجربه می کنید (همراهی با عزیزانتان ، مانند بازگشت با دوستان دشوار است)؟,آیا این روزها رابطه با دوستان یا خانواده دشوار هستید؟,11,HIGH
581,مرد,18-39,عصبانیت,آیا این ناشی از رویدادهای خاص است؟,اگر می توانید بیشتر به من بگویید ، می توانم به شما بهتر کمک کنم.آیا رویدادهای خاصی دارید که باعث می شود این احساس را داشته باشید؟,0,HIGH
