response,annotator1_score,annotator2_score,annotator3_score,empathy_score
برای اینکه سعی کنم احساس بهتری داشته باشم ، باید درک کنم که آیا اتفاقی افتاده است که باعث این امر شود.آیا این یک رویداد خاص بود؟,2,1,1,1
من صمیمانه عذرخواهی می کنمآیا می توانید با انتخاب گزینه از لیستی که به بهترین وجهی مطابقت دارد ، به من کمک کنید؟,1,2,2,2
با تشکر ، امیدوارم که اکنون احساس بهتری داشته باشید اما اگر فکر می کنید احساس بدتر می کنید اشکالی ندارد.بعد از گرفتن این پروتکل چه احساسی دارید؟,2,2,2,2
من می شنوم که شما احساس اضطراب می کنید.آیا اتفاقی افتاده است که ممکن است باعث شود شما اینگونه احساس کنید؟,1,1,2,1
آیا احساس می کنید وضعیتی که باعث می شود این احساسات را تجربه کنید اخیر یا دور است؟,1,0,1,1
بعد از گرفتن این پروتکل چه احساسی دارید؟آیا فکر می کنید به نفع شما بوده است یا نه؟,0,1,1,1
آه ، این خوب نیست ، شاید یک انتخاب متفاوت بهتر باشد.آیا دوست دارید یکی دیگر را انجام دهید؟,1,1,2,1
آیا شما یک بحران شخصی را پشت سر می گذارید؟,0,0,0,0
آیا این یک رویداد خاص بود که باعث آن شد؟,0,0,0,0
"اکنون می توانید این پروتکل را امتحان کنید ، و وقتی آماده ادامه هستید ، می توانید ""ادامه"" را انتخاب کنید.",1,0,0,0
ممنون که این را به من گفتیآیا اگر من در مورد این احساسات از شما سؤال می کردم ، فکر می کنید؟,1,2,2,2
خیلی متاسفم.لطفاً از احساسات زیر نحوه احساس خود را انتخاب کنید:,1,2,2,2
خارق العاده!من یک پروتکل دارم که پیشنهاد می کنم احساس خوبی داشته باشید ، آیا دوست دارید نگاهی بیندازید؟,1,1,2,1
آیا این وضعیت باعث می شود احساسات به خصوص منفی مانند موارد ذکر شده در زیر احساس کنید:,1,0,1,1
از صداقت و تلاش امروز شما بسیار سپاسگزارم ، بسیار قدردانی شد.امیدوارم زود دوباره ببینمت.,2,2,2,2
متاسفم که این را شنیدمآیا می توانم بپرسم که آیا ناشی از یک رویداد اخیر یا دوردست (یا وقایع) بوده است؟,1,2,2,2
من می خواهم بهتر درک کنم که چرا در حال حاضر این احساس منفی را تجربه می کنید.آیا شما اعتقاد دارید که نجات زندگی شخصی یا کاهش مشکلات آنها باعث می شود احساس بهتری نسبت به خود داشته باشید؟,2,2,2,2
ممکن است در مورد آن صحبت کرده باشید و دیدگاه های مختلفی را در نظر گرفته اید.آیا واقعاً در مورد دیدگاه ها و دیدگاه های دیگر فکر کرده اید ، وقتی این موارد به شما ارائه شده است؟,1,1,2,1
آیا احساس می کنید شخص دیگری در تلاش است تا شما را آزار دهد؟,0,1,1,1
خیلی ممنون که به من اطلاع دادید.آیا می گویید این رویداد اخیراً اتفاق افتاده است ، یا چیزی را از گذشته دورتر به یاد می آورید؟,2,1,2,2
آیا احساس می کنید باید شخص دیگری را نجات دهید؟,0,0,1,0
من می خواهم بدانم که آیا در حال حاضر اتفاقاتی رخ می دهد که احساس بزرگتر از حد معمول می کند.آیا احساس می کنید با یک بحران شخصی روبرو هستید؟,2,1,2,2
من می دانم که این ممکن است بحث برای شما دشوار باشد اما اطلاعات شما بسیار مفید بوده است ، متشکرم.خوب است اگر من همچنان سؤالات دیگری از شما بپرسم تا بتوانم درک واضح تری از وضعیت شما داشته باشم؟,2,2,2,2
من قدردانی می کنم که شما به اندازه کافی احساس راحتی کردید که آن را با من به اشتراک بگذارید.آیا احساس می کنید بیشتر به اشتراک گذاری می کنید تا بتوانم کمک کنم؟,2,2,2,2
آیا رویدادی که باعث شده است که احساس کنید این راه اخیراً اتفاق افتاده است یا مدتها پیش؟,1,1,1,1
آیا می خواهید به من بگویید که چه اتفاقی باعث این احساسات شده است ، آیا این یک مورد اخیر یا یک دور از گذشته بود؟,2,1,1,1
ممنون که به آن پاسخ دادیدآیا توانسته اید نظرات و نظرات متناوب را که در مکالمات قبلی به شما ارائه شده است در نظر بگیرید؟,1,2,1,1
من می فهمم ، متشکرمآیا ممکن است این باشد که خود را در این شرایط قربانی می بینید؟,1,1,2,1
با تشکر از شما برای آن ، شاید پروتکل 11 بتواند به شما در مقابله با این رویداد کمک کند ، اما قبل از اینکه بتوانم آن را توصیه کنم می خواهم اطمینان حاصل کنم که در گذشته تجربه بدی با آن نداشته اید.آیا قبلاً به پروتکل 11 اقدام کرده اید و اگر چنین است ، آیا احساسات دشوار یا آسیب زا را برانگیخته است؟,2,1,2,2
من می فهمم که شما لحظه ای دشوار را پشت سر می گذارید و معتقدم که غواصی به ماهیت این احساسات به من کمک می کند تا بهترین روش را برای استفاده در جهت خلاص شدن از شر پریشانی خود درک کنم.آیا تا به حال احساس کرده اید یا احساسات زیر را نسبت به شخص یا افراد ابراز کرده اید:,2,2,2,2
آیا احساس می کنید می توانید در تلاش برای تأثیرگذاری یا تغییر رفتار شخص دیگری باشید؟,0,1,1,1
آیا احساس می کنید سعی می کنید مسئول اقدامات شخص دیگری باشید؟,0,0,1,0
اگر ممکن است ، فکر می کنید شاید شما سعی کنید ناجی شخص دیگری باشید؟,2,1,1,1
آیا احساس می کنید که ممکن است احساسات فعلی شما ناشی از یک رویداد یا رویدادهای خاص باشد؟,1,1,1,1
من به زودی دوباره شما را می بینم,0,0,0,0
آیا در حال حاضر به خصوص دشوار است؟آیا احساس می کنید به کمک نیاز دارید؟,1,1,2,1
این کاملاً طبیعی است که این احساس را داشته باشید ، شما با این کار خودتان نیستید.آیا دوست دارید یک پروتکل متفاوت را امتحان کنید تا ببینید آیا این باعث می شود احساس بهتری داشته باشید؟,2,2,2,2
